OWNER_ID,COMPANY_ID,OWNER_NAME,NATIONALITY_COUNTRY_ID,RESIDENCE_COUNTRY_ID,OWNERSHIP_PERCENTAGE,IS_PEP,PEP_POSITION,SANCTIONS_MATCH,VERIFIED_DATE,CREATED_AT,UPDATED_AT,OWNER_NAME_NORMALIZED
46598,3717,Cordia Kuphal,12,12,14.67,False,,False,2026-01-24,2020-01-25 06:13:04,2026-06-24 16:17:32,CORDIA KUPHAL
46596,3717,Kendall Schmitt,19,19,14.67,False,,False,2026-02-24,2020-01-25 06:13:04,2026-06-24 16:17:32,KENDALL SCHMITT
48277,4406,Vella Abernathy,14,14,14.67,False,,False,2026-02-24,2009-08-27 17:44:50,2026-06-24 16:17:32,VELLA ABERNATHY
48279,4406,Durward Oberbrunner,12,12,14.67,False,,False,2025-07-24,2009-08-27 17:44:50,2026-06-24 16:17:32,DURWARD OBERBRUNNER
48278,4406,Geovany Lind,19,19,14.67,False,,False,2025-11-24,2009-08-27 17:44:50,2026-06-24 16:17:32,GEOVANY LIND
46612,3723,Myah Eichmann,22,22,14.67,False,,False,2026-04-24,2025-01-16 04:03:55,2026-06-24 16:17:32,MYAH EICHMANN
46613,3723,Horace Mante,18,18,14.67,False,,False,2026-05-24,2025-01-16 04:03:55,2026-06-24 16:17:32,HORACE MANTE
46611,3723,Gerda Gorczany,6,6,14.67,False,,False,2025-11-24,2025-01-16 04:03:55,2026-06-24 16:17:32,GERDA GORCZANY
43915,2634,Clay Hoeger,4,4,14.67,False,,False,2026-06-24,2018-01-31 03:22:01,2026-06-24 16:17:32,CLAY HOEGER
43917,2634,Merl Luettgen,12,12,14.67,False,,False,2026-05-24,2018-01-31 03:22:01,2026-06-24 16:17:32,MERL LUETTGEN
43916,2634,Percy Howe,15,15,14.67,False,,False,2025-09-24,2018-01-31 03:22:01,2026-06-24 16:17:32,PERCY HOWE
38813,601,Laverne Jast,8,8,14.67,False,,False,2026-05-24,1998-04-18 13:23:03,2026-06-24 16:17:32,LAVERNE JAST
38814,601,Davonte Heidenreich,16,16,14.67,False,,False,2025-11-24,1998-04-18 13:23:03,2026-06-24 16:17:32,DAVONTE HEIDENREICH
38815,601,Martine Yundt,12,12,14.67,False,,False,2025-07-24,1998-04-18 13:23:03,2026-06-24 16:17:32,MARTINE YUNDT
45218,3161,Sonya Reinger,18,18,14.67,False,,False,2026-01-24,2020-10-25 12:30:33,2026-06-24 16:17:32,SONYA REINGER
45216,3161,Greyson Ryan,12,12,14.67,False,,False,2025-11-24,2020-10-25 12:30:33,2026-06-24 16:17:32,GREYSON RYAN
45217,3161,Wendell Nienow,1,1,14.67,False,,False,2025-10-24,2020-10-25 12:30:33,2026-06-24 16:17:32,WENDELL NIENOW
47897,4253,Rahul Jacobi,4,4,14.67,False,,False,2026-04-24,2011-07-29 01:01:23,2026-06-24 16:17:32,RAHUL JACOBI
47898,4253,Adrienne Murray,16,16,14.67,False,,False,2026-02-24,2011-07-29 01:01:23,2026-06-24 16:17:32,ADRIENNE MURRAY
45207,3158,Ansley Huel,4,4,14.67,False,,False,2025-09-24,2018-04-12 11:51:00,2026-06-24 16:17:32,ANSLEY HUEL
45209,3158,Marcelino Schulist,18,18,14.67,False,,False,2025-10-24,2018-04-12 11:51:00,2026-06-24 16:17:32,MARCELINO SCHULIST
45208,3158,Adolph Hettinger,10,10,14.67,False,,False,2025-11-24,2018-04-12 11:51:00,2026-06-24 16:17:32,ADOLPH HETTINGER
49074,4706,Mortimer Walter,8,8,14.67,False,,False,2025-11-24,2019-02-14 06:55:16,2026-06-24 16:17:32,MORTIMER WALTER
49075,4706,Dorris Schuster,8,8,14.67,False,,False,2025-12-24,2019-02-14 06:55:16,2026-06-24 16:17:32,DORRIS SCHUSTER
49073,4706,Hiram Hirthe,4,4,14.67,False,,False,2025-08-24,2019-02-14 06:55:16,2026-06-24 16:17:32,HIRAM HIRTHE
43487,2478,Eve Rohan,3,3,14.67,False,,False,2026-01-24,2011-02-12 19:33:27,2026-06-24 16:17:32,EVE ROHAN
43486,2478,Cecil Carroll,14,14,14.67,False,,False,2025-10-24,2011-02-12 19:33:27,2026-06-24 16:17:32,CECIL CARROLL
43485,2478,Aylin Ziemann,2,2,14.67,False,,False,2026-02-24,2011-02-12 19:33:27,2026-06-24 16:17:32,AYLIN ZIEMANN
42848,2205,Zion Tromp,12,12,14.67,False,,False,2025-11-24,2026-04-09 03:39:52,2026-06-24 16:17:32,ZION TROMP
42849,2205,Reanna Pouros,5,5,14.67,False,,False,2026-03-24,2026-04-09 03:39:52,2026-06-24 16:17:32,REANNA POUROS
42847,2205,Tamia Jast,8,8,14.67,False,,False,2025-07-24,2026-04-09 03:39:52,2026-06-24 16:17:32,TAMIA JAST
41086,1492,Ena Mertz,9,9,14.67,False,,False,2025-07-24,2014-10-08 13:23:18,2026-06-24 16:17:32,ENA MERTZ
41085,1492,Oscar Hirthe,14,14,14.67,False,,False,2026-06-24,2014-10-08 13:23:18,2026-06-24 16:17:32,OSCAR HIRTHE
41087,1492,Dario Hagenes,13,13,14.67,False,,False,2025-07-24,2014-10-08 13:23:18,2026-06-24 16:17:32,DARIO HAGENES
43948,2647,Amber Jast,16,16,14.67,False,,False,2025-08-24,2021-08-05 23:20:07,2026-06-24 16:17:32,AMBER JAST
43947,2647,Lottie Mills,22,22,14.67,False,,False,2025-11-24,2021-08-05 23:20:07,2026-06-24 16:17:32,LOTTIE MILLS
43946,2647,Kristofer Hirthe,15,15,14.67,False,,False,2025-09-24,2021-08-05 23:20:07,2026-06-24 16:17:32,KRISTOFER HIRTHE
47753,4189,Velva Jacobi,15,15,14.67,False,,False,2025-12-24,2020-08-09 07:45:44,2026-06-24 16:17:32,VELVA JACOBI
47755,4189,Clifford Thiel,14,14,14.67,False,,False,2026-04-24,2020-08-09 07:45:44,2026-06-24 16:17:32,CLIFFORD THIEL
47754,4189,Aniya Graham,15,15,14.67,False,,False,2025-10-24,2020-08-09 07:45:44,2026-06-24 16:17:32,ANIYA GRAHAM
47338,4017,Pete Rohan,17,17,14.67,False,,False,2026-01-24,2025-01-11 03:07:53,2026-06-24 16:17:32,PETE ROHAN
47337,4017,Faustino Terry,23,23,14.67,False,,False,2026-03-24,2025-01-11 03:07:53,2026-06-24 16:17:32,FAUSTINO TERRY
44486,2869,Pattie Lebsack,10,10,14.67,False,,False,2025-12-24,2025-02-05 03:39:16,2026-06-24 16:17:32,PATTIE LEBSACK
44487,2869,Jaron Kiehn,11,11,14.67,False,,False,2025-07-24,2025-02-05 03:39:16,2026-06-24 16:17:32,JARON KIEHN
44488,2869,Destini Dare,17,17,14.67,False,,False,2026-04-24,2025-02-05 03:39:16,2026-06-24 16:17:32,DESTINI DARE
41805,1774,Blaise Stiedemann,19,19,14.67,False,,False,2026-06-24,2024-07-27 19:22:55,2026-06-24 16:17:32,BLAISE STIEDEMANN
41806,1774,Osvaldo Murphy,2,2,14.67,False,,False,2026-02-24,2024-07-27 19:22:55,2026-06-24 16:17:32,OSVALDO MURPHY
41807,1774,Elna Jaskolski,8,8,14.67,False,,False,2026-05-24,2024-07-27 19:22:55,2026-06-24 16:17:32,ELNA JASKOLSKI
40240,1167,Terrell Herman,18,18,14.67,False,,False,2026-02-24,2021-04-11 07:06:07,2026-06-24 16:17:32,TERRELL HERMAN
40241,1167,Saige Carter,20,20,14.67,False,,False,2026-03-24,2021-04-11 07:06:07,2026-06-24 16:17:32,SAIGE CARTER
40242,1167,Kattie Pfannerstill,4,4,14.67,False,,False,2025-08-24,2021-04-11 07:06:07,2026-06-24 16:17:32,KATTIE PFANNERSTILL
40557,1294,Fabian Bernier,20,20,14.67,False,,False,2025-08-24,2024-06-24 17:46:05,2026-06-24 16:17:32,FABIAN BERNIER
40559,1294,Abe Collins,17,17,14.67,False,,False,2025-12-24,2024-06-24 17:46:05,2026-06-24 16:17:32,ABE COLLINS
40558,1294,Darion Johnson,7,7,14.67,False,,False,2026-04-24,2024-06-24 17:46:05,2026-06-24 16:17:32,DARION JOHNSON
41767,1762,Elsie Graham,1,1,14.67,False,,False,2026-04-24,2008-05-28 23:57:54,2026-06-24 16:17:32,ELSIE GRAHAM
41768,1762,Eliseo Thompson,13,13,14.67,False,,False,2026-03-24,2008-05-28 23:57:54,2026-06-24 16:17:32,ELISEO THOMPSON
41766,1762,Floy Hoppe,3,3,14.67,False,,False,2026-06-24,2008-05-28 23:57:54,2026-06-24 16:17:32,FLOY HOPPE
40826,1398,Floyd Nicolas,15,15,14.67,False,,False,2025-12-24,2013-03-28 16:29:37,2026-06-24 16:17:32,FLOYD NICOLAS
40827,1398,Amalia Waelchi,2,2,14.67,False,,False,2026-06-24,2013-03-28 16:29:37,2026-06-24 16:17:32,AMALIA WAELCHI
40825,1398,Salma Lehner,14,14,14.67,False,,False,2026-02-24,2013-03-28 16:29:37,2026-06-24 16:17:32,SALMA LEHNER
37612,138,Grace Jewess,17,17,14.67,False,,False,2026-01-24,2001-08-01 01:47:53,2026-06-24 16:17:32,GRACE JEWESS
37610,138,Tad Considine,17,17,14.67,False,,False,2026-01-24,2001-08-01 01:47:53,2026-06-24 16:17:32,TAD CONSIDINE
37611,138,Laury Leuschke,1,1,14.67,False,,False,2026-01-24,2001-08-01 01:47:53,2026-06-24 16:17:32,LAURY LEUSCHKE
46927,3852,Hubert Torp,21,21,14.67,False,,False,2026-05-24,2025-09-19 09:12:48,2026-06-24 16:17:32,HUBERT TORP
46926,3852,Jarod Beer,3,3,14.67,False,,False,2026-01-24,2025-09-19 09:12:48,2026-06-24 16:17:32,JAROD BEER
46928,3852,Leilani Witting,21,21,14.67,False,,False,2026-04-24,2025-09-19 09:12:48,2026-06-24 16:17:32,LEILANI WITTING
45905,3432,Emmanuelle Wisozk,9,9,14.67,False,,False,2025-12-24,2023-11-27 08:59:26,2026-06-24 16:17:32,EMMANUELLE WISOZK
45903,3432,Dudley Brakus,6,6,14.67,False,,False,2026-03-24,2023-11-27 08:59:26,2026-06-24 16:17:32,DUDLEY BRAKUS
45904,3432,Geovanny Corwin,15,15,14.67,False,,False,2025-11-24,2023-11-27 08:59:26,2026-06-24 16:17:32,GEOVANNY CORWIN
47850,4234,Rylan White,3,3,14.67,False,,False,2026-06-24,2022-01-07 22:57:59,2026-06-24 16:17:32,RYLAN WHITE
47851,4234,Shirley Wiza,12,12,14.67,False,,False,2026-04-24,2022-01-07 22:57:59,2026-06-24 16:17:32,SHIRLEY WIZA
47852,4234,Christop Tillman,9,9,14.67,False,,False,2025-09-24,2022-01-07 22:57:59,2026-06-24 16:17:32,CHRISTOP TILLMAN
42546,2084,Alicia Ullrich,14,14,14.67,False,,False,2025-11-24,2016-07-08 03:10:42,2026-06-24 16:17:32,ALICIA ULLRICH
47684,4159,Shad Fisher,3,3,14.67,False,,False,2025-11-24,2017-01-25 21:05:04,2026-06-24 16:17:32,SHAD FISHER
44327,2804,Noel Kessler,10,10,14.67,False,,False,2026-04-24,2022-06-20 01:36:25,2026-06-24 16:17:32,NOEL KESSLER
44465,2860,Ed Hoppe,14,14,14.67,False,,False,2026-05-24,2008-02-06 21:20:59,2026-06-24 16:17:32,ED HOPPE
44464,2860,Frederick Jaskolski,23,23,14.67,False,,False,2025-10-24,2008-02-06 21:20:59,2026-06-24 16:17:32,FREDERICK JASKOLSKI
44466,2860,Mia Wolff,23,23,14.67,False,,False,2026-01-24,2008-02-06 21:20:59,2026-06-24 16:17:32,MIA WOLFF
42581,2096,Jimmy Murphy,8,8,14.67,False,,False,2026-05-24,2025-11-03 17:47:59,2026-06-24 16:17:32,JIMMY MURPHY
42579,2096,Lizeth Cruickshank,16,16,14.67,False,,False,2025-07-24,2025-11-03 17:47:59,2026-06-24 16:17:32,LIZETH CRUICKSHANK
42580,2096,Meda Ernser,16,16,14.67,False,,False,2026-05-24,2025-11-03 17:47:59,2026-06-24 16:17:32,MEDA ERNSER
37442,64,Garett Walter,12,12,14.67,False,,False,2026-01-24,2015-08-25 03:17:26,2026-06-24 16:17:32,GARETT WALTER
37444,64,Jammie Harvey,13,13,14.67,False,,False,2026-01-24,2015-08-25 03:17:26,2026-06-24 16:17:32,JAMMIE HARVEY
37443,64,Ova Brown,15,15,14.67,False,,False,2026-02-24,2015-08-25 03:17:26,2026-06-24 16:17:32,OVA BROWN
46860,3825,Maya Conn,17,17,14.67,False,,False,2026-02-24,2010-09-03 05:05:48,2026-06-24 16:17:32,MAYA CONN
46859,3825,Godfrey Marquardt,2,2,14.67,False,,False,2026-06-24,2010-09-03 05:05:48,2026-06-24 16:17:32,GODFREY MARQUARDT
45992,3467,Maximillia Hartmann,15,15,14.67,False,,False,2025-11-24,2007-05-13 19:29:24,2026-06-24 16:17:32,MAXIMILLIA HARTMANN
45993,3467,Luz Crooks,12,12,14.67,False,,False,2026-04-24,2007-05-13 19:29:24,2026-06-24 16:17:32,LUZ CROOKS
45994,3467,Everardo Murphy,16,16,14.67,False,,False,2026-01-24,2007-05-13 19:29:24,2026-06-24 16:17:32,EVERARDO MURPHY
49287,4795,Kobe Oberbrunner,10,10,14.67,False,,False,2025-07-24,2023-02-11 00:12:18,2026-06-24 16:17:32,KOBE OBERBRUNNER
49285,4795,Easton Purdy,20,20,14.67,False,,False,2025-12-24,2023-02-11 00:12:18,2026-06-24 16:17:32,EASTON PURDY
39114,718,Benedict Heller,10,10,14.67,False,,False,2025-07-24,2016-03-26 02:21:28,2026-06-24 16:17:32,BENEDICT HELLER
39113,718,Asa Muller,4,4,14.67,False,,False,2025-07-24,2016-03-26 02:21:28,2026-06-24 16:17:32,ASA MULLER
39112,718,Annalise Nader,10,10,14.67,False,,False,2026-01-24,2016-03-26 02:21:28,2026-06-24 16:17:32,ANNALISE NADER
49128,4730,Joesph Wunsch,14,14,14.67,False,,False,2026-04-24,2023-11-07 03:34:16,2026-06-24 16:17:32,JOESPH WUNSCH
49127,4730,Lisette Ortiz,10,10,14.67,False,,False,2025-08-24,2023-11-07 03:34:16,2026-06-24 16:17:32,LISETTE ORTIZ
49126,4730,Lavonne Brekke,5,5,14.67,False,,False,2026-06-24,2023-11-07 03:34:16,2026-06-24 16:17:32,LAVONNE BREKKE
38914,639,Mackenzie Powlowski,3,3,14.67,False,,False,2025-08-24,2015-02-16 21:29:48,2026-06-24 16:17:32,MACKENZIE POWLOWSKI
38913,639,Maximo Dickinson,20,20,14.67,False,,False,2026-02-24,2015-02-16 21:29:48,2026-06-24 16:17:32,MAXIMO DICKINSON
38912,639,Christiana Krajcik,22,22,14.67,False,,False,2025-11-24,2015-02-16 21:29:48,2026-06-24 16:17:32,CHRISTIANA KRAJCIK
38294,399,Stacy Wyman,8,8,14.67,False,,False,2026-02-24,1999-04-22 01:42:50,2026-06-24 16:17:32,STACY WYMAN
38295,399,Martin Dibbert,14,14,14.67,False,,False,2026-01-24,1999-04-22 01:42:50,2026-06-24 16:17:32,MARTIN DIBBERT
39154,733,Ima Harber,11,11,14.67,False,,False,2025-08-24,2017-03-18 20:32:11,2026-06-24 16:17:32,IMA HARBER
39153,733,Mable Raynor,12,12,14.67,False,,False,2026-01-24,2017-03-18 20:32:11,2026-06-24 16:17:32,MABLE RAYNOR
39152,733,Allene Stracke,15,15,14.67,False,,False,2026-06-24,2017-03-18 20:32:11,2026-06-24 16:17:32,ALLENE STRACKE
47018,3887,Hazle Schulist,11,11,14.67,False,,False,2026-05-24,2010-12-31 19:20:38,2026-06-24 16:17:32,HAZLE SCHULIST
47017,3887,Agustin McDermott,20,20,14.67,False,,False,2026-05-24,2010-12-31 19:20:38,2026-06-24 16:17:32,AGUSTIN MCDERMOTT
47019,3887,Delilah Witting,16,16,14.67,False,,False,2026-04-24,2010-12-31 19:20:38,2026-06-24 16:17:32,DELILAH WITTING
48075,4326,Eino Jenkins,21,21,14.67,False,,False,2025-08-24,2019-08-31 13:56:07,2026-06-24 16:17:32,EINO JENKINS
48073,4326,Tess Maggio,23,23,14.67,False,,False,2025-09-24,2019-08-31 13:56:07,2026-06-24 16:17:32,TESS MAGGIO
48074,4326,Kavon Rippin,3,3,14.67,False,,False,2026-01-24,2019-08-31 13:56:07,2026-06-24 16:17:32,KAVON RIPPIN
44438,2850,Logan Davis,14,14,14.67,False,,False,2025-07-24,2016-02-18 11:53:43,2026-06-24 16:17:32,LOGAN DAVIS
44440,2850,Elizabeth Ratke,19,19,14.67,False,,False,2026-02-24,2016-02-18 11:53:43,2026-06-24 16:17:32,ELIZABETH RATKE
44439,2850,Jack OReilly,6,6,14.67,False,,False,2025-08-24,2016-02-18 11:53:43,2026-06-24 16:17:32,JACK OREILLY
48189,4369,Otho Rosenbaum,12,12,14.67,False,,False,2025-08-24,2019-04-08 01:24:03,2026-06-24 16:17:32,OTHO ROSENBAUM
48187,4369,Krystina Roob,10,10,14.67,False,,False,2025-07-24,2019-04-08 01:24:03,2026-06-24 16:17:32,KRYSTINA ROOB
48188,4369,Jacinthe Gislason,22,22,14.67,False,,False,2026-05-24,2019-04-08 01:24:03,2026-06-24 16:17:32,JACINTHE GISLASON
45778,3387,Zion Schamberger,19,19,14.67,False,,False,2026-05-24,2003-06-20 12:01:43,2026-06-24 16:17:32,ZION SCHAMBERGER
45780,3387,Otilia Streich,13,13,14.67,False,,False,2026-05-24,2003-06-20 12:01:43,2026-06-24 16:17:32,OTILIA STREICH
45779,3387,Lina Moore,3,3,14.67,False,,False,2026-05-24,2003-06-20 12:01:43,2026-06-24 16:17:32,LINA MOORE
39966,1056,Brandi Donnelly,20,20,14.67,False,,False,2026-03-24,2002-09-11 23:37:11,2026-06-24 16:17:32,BRANDI DONNELLY
39964,1056,Bettye Satterfield,5,5,14.67,False,,False,2026-03-24,2002-09-11 23:37:11,2026-06-24 16:17:32,BETTYE SATTERFIELD
39965,1056,Liliana Mante,18,18,14.67,False,,False,2026-05-24,2002-09-11 23:37:11,2026-06-24 16:17:32,LILIANA MANTE
45750,3376,Dorthy Batz,23,23,14.67,False,,False,2025-10-24,2008-01-19 02:19:27,2026-06-24 16:17:32,DORTHY BATZ
45748,3376,Alvah Metz,11,11,14.67,False,,False,2026-01-24,2008-01-19 02:19:27,2026-06-24 16:17:32,ALVAH METZ
45749,3376,Kolby Schultz,20,20,14.67,False,,False,2026-03-24,2008-01-19 02:19:27,2026-06-24 16:17:32,KOLBY SCHULTZ
49218,4769,Jadon Sauer,10,10,14.67,False,,False,2025-11-24,1999-03-24 07:31:30,2026-06-24 16:17:32,JADON SAUER
49219,4769,Merle Howe,16,16,14.67,False,,False,2025-11-24,1999-03-24 07:31:30,2026-06-24 16:17:32,MERLE HOWE
49220,4769,Michele Crooks,22,22,14.67,False,,False,2025-07-24,1999-03-24 07:31:30,2026-06-24 16:17:32,MICHELE CROOKS
44269,2780,Vicente Gorczany,1,1,14.67,False,,False,2025-11-24,2015-10-31 08:12:05,2026-06-24 16:17:32,VICENTE GORCZANY
44270,2780,Jessika Swift,6,6,14.67,False,,False,2025-11-24,2015-10-31 08:12:05,2026-06-24 16:17:32,JESSIKA SWIFT
41494,1654,Cruz Cormier,4,4,14.67,False,,False,2025-08-24,2021-01-16 05:33:51,2026-06-24 16:17:32,CRUZ CORMIER
41492,1654,Deshawn Johns,4,4,14.67,False,,False,2026-04-24,2021-01-16 05:33:51,2026-06-24 16:17:32,DESHAWN JOHNS
46909,3846,Audie Zulauf,18,18,14.67,False,,False,2026-06-24,2008-01-01 10:59:07,2026-06-24 16:17:32,AUDIE ZULAUF
46911,3846,Della Hackett,14,14,14.67,False,,False,2026-05-24,2008-01-01 10:59:07,2026-06-24 16:17:32,DELLA HACKETT
46910,3846,Archibald Barrows,23,23,14.67,False,,False,2026-04-24,2008-01-01 10:59:07,2026-06-24 16:17:32,ARCHIBALD BARROWS
43450,2462,Odell Roob,2,2,14.67,False,,False,2026-02-24,2021-07-13 03:16:27,2026-06-24 16:17:32,ODELL ROOB
43449,2462,Alexa Ward,18,18,14.67,False,,False,2026-03-24,2021-07-13 03:16:27,2026-06-24 16:17:32,ALEXA WARD
43451,2462,Lilliana Mitchell,19,19,14.67,False,,False,2026-03-24,2021-07-13 03:16:27,2026-06-24 16:17:32,LILLIANA MITCHELL
42241,1952,Katlynn Schumm,9,9,14.67,False,,False,2025-10-24,2007-10-14 08:44:02,2026-06-24 16:17:32,KATLYNN SCHUMM
42239,1952,Name Hintz,9,9,14.67,False,,False,2025-11-24,2007-10-14 08:44:02,2026-06-24 16:17:32,NAME HINTZ
42240,1952,Delbert Stamm,21,21,14.67,False,,False,2026-04-24,2007-10-14 08:44:02,2026-06-24 16:17:32,DELBERT STAMM
47026,3890,Brody Gottlieb,4,4,14.67,False,,False,2025-10-24,2017-06-09 01:49:16,2026-06-24 16:17:32,BRODY GOTTLIEB
47027,3890,Abigayle Rempel,9,9,14.67,False,,False,2026-05-24,2017-06-09 01:49:16,2026-06-24 16:17:32,ABIGAYLE REMPEL
47025,3890,Efren Hessel,4,4,14.67,False,,False,2026-03-24,2017-06-09 01:49:16,2026-06-24 16:17:32,EFREN HESSEL
38693,556,Edyth Hand,3,3,14.67,False,,False,2026-06-24,2021-10-26 20:05:03,2026-06-24 16:17:32,EDYTH HAND
38692,556,Pearlie Jacobs,2,2,14.67,False,,False,2026-06-24,2021-10-26 20:05:03,2026-06-24 16:17:32,PEARLIE JACOBS
38694,556,Kurt Braun,22,22,14.67,False,,False,2026-05-24,2021-10-26 20:05:03,2026-06-24 16:17:32,KURT BRAUN
45335,3204,Khalil Gleason,1,1,14.67,False,,False,2026-06-24,2011-10-18 04:43:04,2026-06-24 16:17:32,KHALIL GLEASON
45336,3204,Elise Ledner,13,13,14.67,False,,False,2025-09-24,2011-10-18 04:43:04,2026-06-24 16:17:32,ELISE LEDNER
45337,3204,Florine Grimes,11,11,14.67,False,,False,2025-07-24,2011-10-18 04:43:04,2026-06-24 16:17:32,FLORINE GRIMES
46796,3797,Kaley Lebsack,10,10,14.67,False,,False,2026-05-24,2016-12-11 13:42:19,2026-06-24 16:17:32,KALEY LEBSACK
46798,3797,Queen West,23,23,14.67,False,,False,2026-01-24,2016-12-11 13:42:19,2026-06-24 16:17:32,QUEEN WEST
46797,3797,Owen Hoeger,11,11,14.67,False,,False,2026-04-24,2016-12-11 13:42:19,2026-06-24 16:17:32,OWEN HOEGER
38425,446,Kailyn VonRueden,10,10,14.67,False,,False,2025-11-24,2021-12-28 21:37:54,2026-06-24 16:17:32,KAILYN VONRUEDEN
38424,446,Dina Blick,20,20,14.67,False,,False,2025-09-24,2021-12-28 21:37:54,2026-06-24 16:17:32,DINA BLICK
38423,446,Andrew Pollich,21,21,14.67,False,,False,2025-11-24,2021-12-28 21:37:54,2026-06-24 16:17:32,ANDREW POLLICH
45329,3201,Brandy Kirlin,22,22,14.67,False,,False,2026-02-24,2016-03-12 08:52:38,2026-06-24 16:17:32,BRANDY KIRLIN
45331,3201,Sean Jacobs,18,18,14.67,False,,False,2026-04-24,2016-03-12 08:52:38,2026-06-24 16:17:32,SEAN JACOBS
45330,3201,Florian Rolfson,9,9,14.67,False,,False,2025-07-24,2016-03-12 08:52:38,2026-06-24 16:17:32,FLORIAN ROLFSON
39734,963,Sydni Reichel,5,5,14.67,False,,False,2025-11-24,2013-10-04 13:11:45,2026-06-24 16:17:32,SYDNI REICHEL
39733,963,Adonis Block,17,17,14.67,False,,False,2025-07-24,2013-10-04 13:11:45,2026-06-24 16:17:32,ADONIS BLOCK
39732,963,Juana Frami,2,2,14.67,False,,False,2025-12-24,2013-10-04 13:11:45,2026-06-24 16:17:32,JUANA FRAMI
46578,3711,Lourdes Veum,16,16,14.67,False,,False,2025-07-24,2011-04-27 05:01:09,2026-06-24 16:17:32,LOURDES VEUM
46580,3711,Grace Carroll,18,18,14.67,False,,False,2025-08-24,2011-04-27 05:01:09,2026-06-24 16:17:32,GRACE CARROLL
46579,3711,Orpha Johns,3,3,14.67,False,,False,2026-02-24,2011-04-27 05:01:09,2026-06-24 16:17:32,ORPHA JOHNS
39647,932,Daisha Lakin,9,9,14.67,False,,False,2025-08-24,2017-04-12 00:20:14,2026-06-24 16:17:32,DAISHA LAKIN
39646,932,Sarina Koepp,20,20,14.67,False,,False,2025-12-24,2017-04-12 00:20:14,2026-06-24 16:17:32,SARINA KOEPP
39645,932,Ivy Ondricka,19,19,14.67,False,,False,2025-11-24,2017-04-12 00:20:14,2026-06-24 16:17:32,IVY ONDRICKA
40920,1433,Delilah Boyle,19,19,14.67,False,,False,2026-01-24,2024-08-16 15:26:14,2026-06-24 16:17:32,DELILAH BOYLE
40921,1433,Sidney Jones,3,3,14.67,False,,False,2026-05-24,2024-08-16 15:26:14,2026-06-24 16:17:32,SIDNEY JONES
