SANCTIONS_ID,LIST_SOURCE,ENTITY_TYPE,ENTITY_NAME,ALIASES,COUNTRY_ID,PROGRAM,SANCTIONS_TYPE,EFFECTIVE_DATE,EXPIRY_DATE,IS_ACTIVE,LAST_UPDATED
1531,OFAC,INDIVIDUAL,Lambert Wunsch,[],3,SDGT,SDN,2026-01-19,,True,2026-06-24 16:17:32
1532,UN,INDIVIDUAL,Arden Bahringer,[],23,RUSSIA,SDN,2026-05-13,,True,2026-06-24 16:17:32
1533,UN,ORGANIZATION,Weather Underground,[],13,VENEZUELA,SDN,2025-12-02,,True,2026-06-24 16:17:32
1534,OFAC,INDIVIDUAL,Sandra Smitham,[],13,DPRK,SDN,2025-08-27,,True,2026-06-24 16:17:32
1535,UK,INDIVIDUAL,Georgianna Considine,[],20,SDGT,SDN,2026-06-09,,True,2026-06-24 16:17:32
1536,OFAC,ORGANIZATION,TuvaLabs,[],1,DPRK,SDN,2026-04-20,,True,2026-06-24 16:17:32
1537,OFAC,ORGANIZATION,Lending Club,[],23,CYBER,SDN,2026-02-23,,True,2026-06-24 16:17:32
1538,UN,INDIVIDUAL,Matilde Lind,[],5,SYRIA,SDN,2025-09-14,,True,2026-06-24 16:17:32
1539,UN,INDIVIDUAL,Blaise Blick,[],20,DPRK,SDN,2025-11-03,,True,2026-06-24 16:17:32
1540,OFAC,ORGANIZATION,Retroficiency,[],5,SYRIA,SDN,2026-03-26,,True,2026-06-24 16:17:32
1541,UN,ORGANIZATION,Appallicious,[],20,RUSSIA,SDN,2025-09-28,,True,2026-06-24 16:17:32
1542,UK,ORGANIZATION,Weight Watchers,[],5,SDGT,SDN,2026-01-03,,True,2026-06-24 16:17:32
1543,UN,INDIVIDUAL,Jana Stehr,[],15,SYRIA,SDN,2025-11-12,,True,2026-06-24 16:17:32
1544,OFAC,ORGANIZATION,DataMarket,[],14,SDGT,SDN,2026-01-13,,True,2026-06-24 16:17:32
1545,UK,INDIVIDUAL,Rodrick Paucek,[],19,SDGT,SDN,2026-03-06,,True,2026-06-24 16:17:32
1546,OFAC,VESSEL,MV her,[],22,RUSSIA,SDN,2025-09-01,,True,2026-06-24 16:17:32
1547,EU,ORGANIZATION,SeeClickFix,[],21,IRAN,SDN,2025-11-06,,True,2026-06-24 16:17:32
1548,EU,INDIVIDUAL,Karolann McDermott,[],2,CUBA,SDN,2025-10-09,,True,2026-06-24 16:17:32
1549,OFAC,INDIVIDUAL,Belle Schoen,[],17,VENEZUELA,SDN,2026-03-16,,True,2026-06-24 16:17:32
1550,UN,ORGANIZATION,Avalara,[],7,RUSSIA,SDN,2025-07-20,,True,2026-06-24 16:17:32
1551,UK,INDIVIDUAL,Alivia Borer,[],15,SYRIA,SDN,2026-04-15,,True,2026-06-24 16:17:32
1552,OFAC,INDIVIDUAL,Jovani Gislason,[],20,RUSSIA,SDN,2025-09-02,,True,2026-06-24 16:17:32
1553,EU,ORGANIZATION,"Ontodia, Inc",[],15,CYBER,SDN,2025-07-28,,True,2026-06-24 16:17:32
1554,OFAC,VESSEL,MV was,[],13,RUSSIA,SDN,2025-11-15,,True,2026-06-24 16:17:32
1555,OFAC,ORGANIZATION,TrustedID,[],17,SYRIA,SDN,2025-12-19,,True,2026-06-24 16:17:32
1556,OFAC,ORGANIZATION,Knowledge Agency,[],12,VENEZUELA,SDN,2025-09-11,,True,2026-06-24 16:17:32
1557,OFAC,INDIVIDUAL,Camden Heathcote,[],10,RUSSIA,SDN,2026-02-14,,True,2026-06-24 16:17:32
1558,UK,ORGANIZATION,IFI CLAIMS Patent Services,[],12,RUSSIA,SDN,2025-10-30,,True,2026-06-24 16:17:32
1559,OFAC,INDIVIDUAL,Giuseppe Jakubowski,[],8,SDGT,SDN,2025-07-28,,True,2026-06-24 16:17:32
1560,EU,INDIVIDUAL,Daija Kunde,[],4,SDGT,SDN,2026-03-24,,True,2026-06-24 16:17:32
1561,OFAC,INDIVIDUAL,Aylin Schimmel,[],22,DPRK,SDN,2025-10-23,,True,2026-06-24 16:17:32
1562,OFAC,ORGANIZATION,BillGuard,[],15,CUBA,SDN,2026-01-22,,True,2026-06-24 16:17:32
1563,UN,INDIVIDUAL,Enoch Lebsack,[],4,RUSSIA,SDN,2026-05-28,,True,2026-06-24 16:17:32
1564,OFAC,INDIVIDUAL,Shaun Ritchie,[],7,CUBA,SDN,2026-06-24,,True,2026-06-24 16:17:32
1565,UK,ORGANIZATION,TrustedID,[],20,CUBA,SDN,2025-07-11,,True,2026-06-24 16:17:32
1566,OFAC,ORGANIZATION,Geolytics,[],19,RUSSIA,SDN,2025-07-16,,True,2026-06-24 16:17:32
1567,EU,INDIVIDUAL,Clark Steuber,[],4,SDGT,SDN,2026-01-09,,True,2026-06-24 16:17:32
1568,UK,INDIVIDUAL,Prince Moen,[],14,SDGT,SDN,2025-12-03,,True,2026-06-24 16:17:32
1569,OFAC,ORGANIZATION,MedWatcher,[],15,VENEZUELA,SDN,2025-08-02,,True,2026-06-24 16:17:32
1570,UN,INDIVIDUAL,Buford Stanton,[],17,IRAN,SDN,2026-04-30,,True,2026-06-24 16:17:32
1571,UK,INDIVIDUAL,Jadyn Armstrong,[],22,IRAN,SDN,2025-12-06,,True,2026-06-24 16:17:32
1572,EU,ORGANIZATION,JJ Keller,[],4,VENEZUELA,SDN,2026-03-20,,True,2026-06-24 16:17:32
1573,OFAC,INDIVIDUAL,Providenci Spencer,[],14,SDGT,SDN,2025-11-22,,True,2026-06-24 16:17:32
1574,UK,INDIVIDUAL,Mazie Thiel,[],7,SDGT,SDN,2026-06-03,,True,2026-06-24 16:17:32
1575,UN,INDIVIDUAL,Violette Streich,[],22,SYRIA,SDN,2025-11-02,,True,2026-06-24 16:17:32
1576,EU,VESSEL,MV fiercely,[],5,SYRIA,SDN,2026-02-17,,True,2026-06-24 16:17:32
1577,UK,ORGANIZATION,Oversight Systems,[],18,VENEZUELA,SDN,2026-06-24,,True,2026-06-24 16:17:32
1578,EU,INDIVIDUAL,Lennie Ziemann,[],5,DPRK,SDN,2025-11-24,,True,2026-06-24 16:17:32
1579,OFAC,INDIVIDUAL,Johnpaul Hilll,[],8,RUSSIA,SDN,2026-06-10,,True,2026-06-24 16:17:32
1580,UN,INDIVIDUAL,Tessie Kulas,[],2,IRAN,SDN,2025-09-09,,True,2026-06-24 16:17:32
1581,UN,INDIVIDUAL,Aleen Durgan,[],5,CYBER,SDN,2026-04-09,,True,2026-06-24 16:17:32
1582,UN,INDIVIDUAL,Casey Boehm,[],8,SYRIA,SDN,2026-01-17,,True,2026-06-24 16:17:32
1583,OFAC,INDIVIDUAL,Edmond Murphy,[],12,DPRK,SDN,2025-12-03,,True,2026-06-24 16:17:32
1584,OFAC,ORGANIZATION,McGraw Hill Financial,[],18,IRAN,SDN,2025-10-12,,True,2026-06-24 16:17:32
1585,EU,INDIVIDUAL,Adrienne Johns,[],14,CUBA,SDN,2026-06-07,,True,2026-06-24 16:17:32
1586,OFAC,ORGANIZATION,Foursquare,[],12,CYBER,SDN,2026-04-15,,True,2026-06-24 16:17:32
1587,OFAC,INDIVIDUAL,Macie Doyle,[],7,DPRK,SDN,2025-11-19,,True,2026-06-24 16:17:32
1588,OFAC,INDIVIDUAL,Amos Block,[],20,SDGT,SDN,2025-12-30,,True,2026-06-24 16:17:32
1589,EU,ORGANIZATION,"Lumesis, Inc.",[],3,CYBER,SDN,2025-10-20,,True,2026-06-24 16:17:32
1590,UN,INDIVIDUAL,Xzavier Wisoky,[],12,SYRIA,SDN,2025-07-17,,True,2026-06-24 16:17:32
1591,OFAC,ORGANIZATION,Acxiom,[],6,SDGT,SDN,2026-03-27,,True,2026-06-24 16:17:32
1592,EU,INDIVIDUAL,Jayne Schoen,[],15,CYBER,SDN,2025-08-12,,True,2026-06-24 16:17:32
1593,UN,INDIVIDUAL,Jarvis Koch,[],4,VENEZUELA,SDN,2026-01-07,,True,2026-06-24 16:17:32
1594,UN,INDIVIDUAL,Raphael Schaefer,[],22,SYRIA,SDN,2026-04-04,,True,2026-06-24 16:17:32
1595,OFAC,INDIVIDUAL,Marco Turner,[],15,CUBA,SDN,2025-11-03,,True,2026-06-24 16:17:32
1596,UN,ORGANIZATION,"Qado Energy, Inc.",[],1,CYBER,SDN,2026-06-14,,True,2026-06-24 16:17:32
1597,EU,ORGANIZATION,AutoGrid Systems,[],9,IRAN,SDN,2026-02-03,,True,2026-06-24 16:17:32
1598,UN,INDIVIDUAL,Maxine Steuber,[],11,CYBER,SDN,2026-03-18,,True,2026-06-24 16:17:32
1599,OFAC,INDIVIDUAL,Monica Greenholt,[],3,RUSSIA,SDN,2026-06-23,,True,2026-06-24 16:17:32
1600,UK,INDIVIDUAL,Gabriel Hoeger,[],4,SDGT,SDN,2026-01-25,,True,2026-06-24 16:17:32
1601,UK,ORGANIZATION,iTriage,[],1,DPRK,SDN,2026-02-13,,True,2026-06-24 16:17:32
1602,UN,INDIVIDUAL,Trey Hilll,[],13,CUBA,SDN,2026-05-18,,True,2026-06-24 16:17:32
1603,EU,INDIVIDUAL,Furman Morar,[],7,IRAN,SDN,2026-03-16,,True,2026-06-24 16:17:32
1604,OFAC,INDIVIDUAL,Sarina Huel,[],11,CYBER,SDN,2025-11-01,,True,2026-06-24 16:17:32
1605,UN,INDIVIDUAL,Jairo Mayer,[],14,CYBER,SDN,2026-05-14,,True,2026-06-24 16:17:32
1606,OFAC,ORGANIZATION,IVES Group Inc,[],16,RUSSIA,SDN,2026-04-27,,True,2026-06-24 16:17:32
1607,EU,INDIVIDUAL,Fannie Hilpert,[],4,VENEZUELA,SDN,2026-03-01,,True,2026-06-24 16:17:32
1608,UK,ORGANIZATION,Allied Van Lines,[],7,SYRIA,SDN,2025-11-08,,True,2026-06-24 16:17:32
1609,UK,INDIVIDUAL,Blaze Little,[],17,SDGT,SDN,2026-01-02,,True,2026-06-24 16:17:32
1610,OFAC,ORGANIZATION,Predilytics,[],5,CUBA,SDN,2025-10-21,,True,2026-06-24 16:17:32
1611,OFAC,ORGANIZATION,Kyruus,[],11,SYRIA,SDN,2026-02-19,,True,2026-06-24 16:17:32
1612,OFAC,INDIVIDUAL,Mozell Ernser,[],17,CYBER,SDN,2025-10-07,,True,2026-06-24 16:17:32
1613,UN,INDIVIDUAL,Juliet McKenzie,[],12,CUBA,SDN,2025-09-24,,True,2026-06-24 16:17:32
1614,OFAC,ORGANIZATION,Stamen Design,[],14,RUSSIA,SDN,2025-12-11,,True,2026-06-24 16:17:32
1615,OFAC,INDIVIDUAL,Stanley Buckridge,[],21,SYRIA,SDN,2025-12-02,,True,2026-06-24 16:17:32
1616,OFAC,ORGANIZATION,CONNECT-DOT LLC.,[],15,SYRIA,SDN,2026-04-21,,True,2026-06-24 16:17:32
1617,UK,INDIVIDUAL,Krystel Connelly,[],13,CYBER,SDN,2026-05-29,,True,2026-06-24 16:17:32
1618,UK,INDIVIDUAL,Audra Rice,[],23,VENEZUELA,SDN,2026-04-30,,True,2026-06-24 16:17:32
1619,UN,INDIVIDUAL,Alvena DuBuque,[],12,IRAN,SDN,2026-02-10,,True,2026-06-24 16:17:32
1620,OFAC,ORGANIZATION,Patently-O,[],3,RUSSIA,SDN,2025-07-08,,True,2026-06-24 16:17:32
1621,UN,ORGANIZATION,Liberty Mutual Insurance Cos.,[],11,CYBER,SDN,2025-10-11,,True,2026-06-24 16:17:32
1622,OFAC,INDIVIDUAL,Birdie Stamm,[],8,DPRK,SDN,2026-03-08,,True,2026-06-24 16:17:32
1623,OFAC,INDIVIDUAL,Nicolas Roberts,[],22,CYBER,SDN,2025-11-22,,True,2026-06-24 16:17:32
1624,UK,INDIVIDUAL,Akeem Bergstrom,[],17,IRAN,SDN,2025-08-02,,True,2026-06-24 16:17:32
1625,UN,ORGANIZATION,Quertle,[],2,DPRK,SDN,2025-07-14,,True,2026-06-24 16:17:32
1626,OFAC,ORGANIZATION,Bloomberg,[],7,VENEZUELA,SDN,2025-09-05,,True,2026-06-24 16:17:32
1627,EU,INDIVIDUAL,Milton Zboncak,[],21,DPRK,SDN,2026-03-14,,True,2026-06-24 16:17:32
1628,EU,ORGANIZATION,Sterling Infosystems,[],12,RUSSIA,SDN,2026-04-10,,True,2026-06-24 16:17:32
1629,EU,INDIVIDUAL,Caden Mohr,[],9,VENEZUELA,SDN,2026-01-16,,True,2026-06-24 16:17:32
1630,UK,INDIVIDUAL,Braulio Hamill,[],12,DPRK,SDN,2026-01-08,,True,2026-06-24 16:17:32
1631,UN,INDIVIDUAL,Jaiden Hermiston,[],16,CYBER,SDN,2026-05-20,,True,2026-06-24 16:17:32
1632,EU,VESSEL,MV close,[],8,SDGT,SDN,2025-07-22,,True,2026-06-24 16:17:32
1633,OFAC,INDIVIDUAL,Carolina Lesch,[],20,IRAN,SDN,2025-12-09,,True,2026-06-24 16:17:32
1634,UN,INDIVIDUAL,Declan Bernhard,[],2,RUSSIA,SDN,2025-09-19,,True,2026-06-24 16:17:32
1635,UK,INDIVIDUAL,Claudia Lueilwitz,[],1,RUSSIA,SDN,2026-01-22,,True,2026-06-24 16:17:32
1636,UN,INDIVIDUAL,Ashtyn Welch,[],13,CUBA,SDN,2026-02-22,,True,2026-06-24 16:17:32
1637,EU,INDIVIDUAL,Claudie Koepp,[],3,SYRIA,SDN,2025-08-16,,True,2026-06-24 16:17:32
1638,OFAC,ORGANIZATION,Headlight,[],15,CUBA,SDN,2025-07-07,,True,2026-06-24 16:17:32
1639,OFAC,INDIVIDUAL,Julianne Rohan,[],5,SDGT,SDN,2026-02-07,,True,2026-06-24 16:17:32
1640,OFAC,ORGANIZATION,CONNECT-DOT LLC.,[],10,VENEZUELA,SDN,2026-02-03,,True,2026-06-24 16:17:32
1641,EU,ORGANIZATION,PolicyMap,[],14,SDGT,SDN,2025-11-22,,True,2026-06-24 16:17:32
1642,UK,INDIVIDUAL,Cedrick Graham,[],16,SYRIA,SDN,2026-03-23,,True,2026-06-24 16:17:32
1643,UK,INDIVIDUAL,Dennis Casper,[],21,SDGT,SDN,2026-02-19,,True,2026-06-24 16:17:32
1644,UN,ORGANIZATION,Nielsen,[],21,RUSSIA,SDN,2026-04-07,,True,2026-06-24 16:17:32
1645,EU,INDIVIDUAL,Earnest Kemmer,[],21,SDGT,SDN,2026-06-09,,True,2026-06-24 16:17:32
1646,UN,INDIVIDUAL,Salma Littel,[],10,DPRK,SDN,2026-02-15,,True,2026-06-24 16:17:32
1647,UN,INDIVIDUAL,Alyce Crooks,[],8,SDGT,SDN,2025-11-27,,True,2026-06-24 16:17:32
1648,OFAC,ORGANIZATION,Cerner,[],21,CUBA,SDN,2026-04-26,,True,2026-06-24 16:17:32
1649,EU,INDIVIDUAL,Carolyn Paucek,[],23,SDGT,SDN,2025-10-05,,True,2026-06-24 16:17:32
1650,OFAC,ORGANIZATION,Knowledge Agency,[],23,CYBER,SDN,2026-05-19,,True,2026-06-24 16:17:32
1651,EU,INDIVIDUAL,Rozella Lakin,[],12,VENEZUELA,SDN,2025-09-20,,True,2026-06-24 16:17:32
1652,UN,INDIVIDUAL,Larry Runolfsson,[],11,SDGT,SDN,2025-08-25,,True,2026-06-24 16:17:32
1653,UN,INDIVIDUAL,Norwood Turner,[],19,CYBER,SDN,2026-04-27,,True,2026-06-24 16:17:32
1654,EU,INDIVIDUAL,Nikki Abbott,[],9,VENEZUELA,SDN,2026-05-01,,True,2026-06-24 16:17:32
1655,UN,INDIVIDUAL,Eduardo Schulist,[],10,DPRK,SDN,2025-07-19,,True,2026-06-24 16:17:32
1656,EU,ORGANIZATION,Xignite,[],19,CYBER,SDN,2025-07-12,,True,2026-06-24 16:17:32
1657,UN,ORGANIZATION,Biovia,[],5,SDGT,SDN,2026-03-10,,True,2026-06-24 16:17:32
1658,EU,INDIVIDUAL,Jaren Schaden,[],2,VENEZUELA,SDN,2026-01-22,,True,2026-06-24 16:17:32
1659,OFAC,ORGANIZATION,StockSmart,[],2,VENEZUELA,SDN,2026-05-03,,True,2026-06-24 16:17:32
1660,UK,ORGANIZATION,Civic Insight,[],20,CUBA,SDN,2025-12-16,,True,2026-06-24 16:17:32
1661,OFAC,INDIVIDUAL,Valentin Kutch,[],22,SYRIA,SDN,2026-05-29,,True,2026-06-24 16:17:32
1662,OFAC,ORGANIZATION,AccuWeather,[],5,VENEZUELA,SDN,2025-10-08,,True,2026-06-24 16:17:32
1663,EU,VESSEL,MV whose,[],16,IRAN,SDN,2026-02-24,,True,2026-06-24 16:17:32
1664,EU,INDIVIDUAL,Ella Friesen,[],15,IRAN,SDN,2025-10-13,,True,2026-06-24 16:17:32
1665,EU,INDIVIDUAL,Tressie Towne,[],21,DPRK,SDN,2026-01-29,,True,2026-06-24 16:17:32
1666,UK,INDIVIDUAL,Christine Sauer,[],15,SYRIA,SDN,2026-04-17,,True,2026-06-24 16:17:32
1667,OFAC,INDIVIDUAL,Donny Berge,[],7,IRAN,SDN,2026-05-03,,True,2026-06-24 16:17:32
1668,UN,ORGANIZATION,T. Rowe Price,[],15,RUSSIA,SDN,2025-10-21,,True,2026-06-24 16:17:32
1669,UN,INDIVIDUAL,Colt Kozey,[],4,CUBA,SDN,2025-06-26,,True,2026-06-24 16:17:32
1670,UK,VESSEL,MV company,[],3,VENEZUELA,SDN,2026-04-23,,True,2026-06-24 16:17:32
1671,OFAC,ORGANIZATION,NERA Economic Consulting,[],22,IRAN,SDN,2025-11-15,,True,2026-06-24 16:17:32
1672,UN,INDIVIDUAL,Aimee Lebsack,[],7,RUSSIA,SDN,2025-12-06,,True,2026-06-24 16:17:32
1673,EU,INDIVIDUAL,Katherine Hansen,[],12,CUBA,SDN,2026-01-15,,True,2026-06-24 16:17:32
1674,EU,INDIVIDUAL,Garett Crona,[],9,CUBA,SDN,2025-10-11,,True,2026-06-24 16:17:32
1675,OFAC,INDIVIDUAL,Vada Herzog,[],10,IRAN,SDN,2025-09-15,,True,2026-06-24 16:17:32
1676,EU,INDIVIDUAL,Pascale Beatty,[],20,IRAN,SDN,2026-01-10,,True,2026-06-24 16:17:32
1677,UN,ORGANIZATION,PricewaterhouseCoopers (PWC),[],12,IRAN,SDN,2025-08-26,,True,2026-06-24 16:17:32
1678,EU,ORGANIZATION,Earthquake Alert!,[],12,IRAN,SDN,2025-10-22,,True,2026-06-24 16:17:32
1679,OFAC,ORGANIZATION,"Energy Points, Inc.",[],13,CYBER,SDN,2026-04-27,,True,2026-06-24 16:17:32
1680,OFAC,INDIVIDUAL,Dena Schoen,[],9,SDGT,SDN,2026-06-20,,True,2026-06-24 16:17:32
1681,OFAC,INDIVIDUAL,Makenna Pagac,[],1,SDGT,SDN,2025-10-09,,True,2026-06-24 16:17:32
1682,OFAC,INDIVIDUAL,Jason Swift,[],15,VENEZUELA,SDN,2026-01-02,,True,2026-06-24 16:17:32
1683,UK,INDIVIDUAL,Camila Klein,[],1,IRAN,SDN,2025-11-27,,True,2026-06-24 16:17:32
1684,UN,INDIVIDUAL,Danial Toy,[],4,RUSSIA,SDN,2026-01-05,,True,2026-06-24 16:17:32
1685,OFAC,INDIVIDUAL,Johathan Ledner,[],20,RUSSIA,SDN,2025-10-17,,True,2026-06-24 16:17:32
1686,OFAC,INDIVIDUAL,Jeramy Larkin,[],20,CUBA,SDN,2025-08-05,,True,2026-06-24 16:17:32
1687,OFAC,ORGANIZATION,Civis Analytics,[],12,DPRK,SDN,2026-06-18,,True,2026-06-24 16:17:32
1688,EU,INDIVIDUAL,Johathan Waelchi,[],14,IRAN,SDN,2025-06-25,,True,2026-06-24 16:17:32
1689,OFAC,ORGANIZATION,PlotWatt,[],7,RUSSIA,SDN,2026-06-20,,True,2026-06-24 16:17:32
1690,OFAC,ORGANIZATION,Mapbox,[],1,CYBER,SDN,2026-02-28,,True,2026-06-24 16:17:32
1691,EU,INDIVIDUAL,Jessika Cruickshank,[],7,SYRIA,SDN,2026-04-14,,True,2026-06-24 16:17:32
1692,OFAC,INDIVIDUAL,Cecelia Flatley,[],21,IRAN,SDN,2025-08-05,,True,2026-06-24 16:17:32
1693,OFAC,INDIVIDUAL,Alene Borer,[],8,RUSSIA,SDN,2025-12-18,,True,2026-06-24 16:17:32
1694,OFAC,ORGANIZATION,Gallup,[],9,DPRK,SDN,2025-10-01,,True,2026-06-24 16:17:32
1695,UN,VESSEL,MV when,[],8,DPRK,SDN,2025-07-28,,True,2026-06-24 16:17:32
1696,OFAC,INDIVIDUAL,Macy Bode,[],13,IRAN,SDN,2025-08-18,,True,2026-06-24 16:17:32
1697,UN,INDIVIDUAL,Calista Quigley,[],15,VENEZUELA,SDN,2026-03-21,,True,2026-06-24 16:17:32
1698,EU,ORGANIZATION,USSearch,[],23,DPRK,SDN,2026-02-18,,True,2026-06-24 16:17:32
1699,EU,INDIVIDUAL,Cade Bogisich,[],13,SDGT,SDN,2025-11-29,,True,2026-06-24 16:17:32
1700,UN,INDIVIDUAL,Nona Kuhlman,[],21,IRAN,SDN,2025-12-21,,True,2026-06-24 16:17:32
1701,OFAC,ORGANIZATION,Bloomberg,[],21,SYRIA,SDN,2025-11-15,,True,2026-06-24 16:17:32
1702,OFAC,ORGANIZATION,TrueCar,[],2,CYBER,SDN,2026-06-06,,True,2026-06-24 16:17:32
1703,EU,INDIVIDUAL,Mason Beer,[],16,VENEZUELA,SDN,2026-03-30,,True,2026-06-24 16:17:32
1704,OFAC,INDIVIDUAL,Sallie Schoen,[],20,RUSSIA,SDN,2026-06-02,,True,2026-06-24 16:17:32
1705,OFAC,INDIVIDUAL,Chauncey Gerhold,[],7,VENEZUELA,SDN,2026-02-23,,True,2026-06-24 16:17:32
1706,EU,ORGANIZATION,Factset,[],5,RUSSIA,SDN,2025-10-13,,True,2026-06-24 16:17:32
1707,UN,INDIVIDUAL,Breanna Gibson,[],13,RUSSIA,SDN,2025-07-27,,True,2026-06-24 16:17:32
1708,UK,ORGANIZATION,Credit Sesame,[],2,SDGT,SDN,2026-02-12,,True,2026-06-24 16:17:32
1709,UN,INDIVIDUAL,Santina Huel,[],21,SYRIA,SDN,2025-11-13,,True,2026-06-24 16:17:32
1710,UN,INDIVIDUAL,Presley Sanford,[],17,CYBER,SDN,2026-04-30,,True,2026-06-24 16:17:32
1711,OFAC,INDIVIDUAL,Eve Carter,[],15,CYBER,SDN,2026-05-18,,True,2026-06-24 16:17:32
1712,EU,INDIVIDUAL,Dianna Rippin,[],3,DPRK,SDN,2026-03-12,,True,2026-06-24 16:17:32
1713,UN,ORGANIZATION,Peterson's,[],15,VENEZUELA,SDN,2025-12-09,,True,2026-06-24 16:17:32
1714,OFAC,VESSEL,MV hourly,[],23,VENEZUELA,SDN,2025-08-24,,True,2026-06-24 16:17:32
1715,OFAC,ORGANIZATION,Mapbox,[],19,CYBER,SDN,2025-11-29,,True,2026-06-24 16:17:32
1716,UK,ORGANIZATION,Canon,[],7,CUBA,SDN,2026-05-05,,True,2026-06-24 16:17:32
1717,OFAC,ORGANIZATION,PossibilityU,[],23,SYRIA,SDN,2026-01-25,,True,2026-06-24 16:17:32
1718,OFAC,ORGANIZATION,SmartProcure,[],18,IRAN,SDN,2025-11-17,,True,2026-06-24 16:17:32
1719,UK,ORGANIZATION,PYA Analytics,[],23,CUBA,SDN,2026-05-11,,True,2026-06-24 16:17:32
1720,EU,INDIVIDUAL,Libby Pacocha,[],5,RUSSIA,SDN,2026-01-19,,True,2026-06-24 16:17:32
1721,UN,ORGANIZATION,"Urban Mapping, Inc",[],3,SYRIA,SDN,2025-12-17,,True,2026-06-24 16:17:32
1722,UK,INDIVIDUAL,Rebeca Gutkowski,[],18,RUSSIA,SDN,2025-08-10,,True,2026-06-24 16:17:32
1723,OFAC,ORGANIZATION,Numedii,[],20,DPRK,SDN,2026-02-12,,True,2026-06-24 16:17:32
1724,OFAC,INDIVIDUAL,Cassidy Schamberger,[],8,SYRIA,SDN,2026-02-08,,True,2026-06-24 16:17:32
